,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
9,"
                  1958 University Park Dr,
                  ",Sacramento,CA,95825,"$539,000",3,3,"2,175","3,920",38.563615,-121.406796
10,"
                  2106 Trimble Way,
                  ",Sacramento,CA,95825,"$469,000",3,3.5,"2,409",0.23,38.603653,-121.390152
11,"
                  2336 Cortez Ln,
                  ",Sacramento,CA,95825,"$225,000",3,2,"1,524","6,970",38.607523,-121.403481
12,"
                  710 Dunbarton Cir,
                  ",Sacramento,CA,95825,"$525,000",2,2.5,"2,137","2,614",38.563552,-121.41106
13,"
                  2016 Robert Way,
                  ",Sacramento,CA,95825,"$267,500",3,1,"1,197","6,098",38.609741,-121.418947
14,"
                  601 Commons Dr,
                  ",Sacramento,CA,95825,"$674,999",4,2.5,"2,297","3,049",38.56815,-121.41629
15,"
                  869 Commons Dr,
                  ",Sacramento,CA,95825,"$459,000",3,2,"2,200","3,920",38.571342,-121.412523
16,"
                  1516 Clinton Rd,
                  ",Sacramento,CA,95825,"$429,000",4,2.5,"1,626",0.23,38.593479,-121.406297
17,"
                  2401 Bell St,
                  ",Sacramento,CA,95825,"$274,900",2,1,899,"9,148",38.610181,-121.411054
18,"
                  2008 Terrace Dr,
                  ",Sacramento,CA,95825,"$325,000",3,2,"1,170",0.23,38.601678,-121.387874
19,"
                  2092 University Park Dr,
                  ",Sacramento,CA,95825,"$525,000",3,3,"1,955","3,049",38.567138,-121.405482
20,"
                  1500 Wayland Ave,
                  ",Sacramento,CA,95825,"$364,990",3,2,"1,354",0.31,38.592656,-121.407486
21,"
                  3149 Ellington Cir,
                  ",Sacramento,CA,95825,"$430,000",4,2,"1,885","6,970",38.605646,-121.390239
22,"
                  453 Hartnell Pl,
                  ",Sacramento,CA,95825,"$449,000",3,2.5,"1,979","2,178",38.567958,-121.414392
23,"
                  506 Elmhurst Cir,
                  ",Sacramento,CA,95825,"$525,000",3,2,"1,840","2,614",38.562244,-121.415684
24,"
                  2981 Armstrong Dr,
                  ",Sacramento,CA,95825,"$410,000",3,2.5,"1,304",0.3,38.59948,-121.394661
25,"
                  811 Dunbarton Cir,
                  ",Sacramento,CA,95825,"$447,000",2,2,"1,469","2,614",38.562528,-121.40962
26,"
                  1952 University Park Dr,
                  ",Sacramento,CA,95825,"$530,000",3,3,"1,955","3,049",38.563368,-121.407024
27,"
                  1964 University Park Dr,
                  ",Sacramento,CA,95825,"$489,900",3,2,"1,731","3,920",38.564018,-121.406509
28,"
                  3116 Pennland Dr,
                  ",Sacramento,CA,95825,"$349,950",2,1,"1,328","7,993",38.607792,-121.391099
29,"
                  2312 Pamela Ln,
                  ",Sacramento,CA,95825,"$326,743",5,2,"1,412","9,148",38.609077,-121.409653
30,"
                  2809 Merrywood Dr,
                  ",Sacramento,CA,95825,"$290,000",2,1,"1,094",0.23,38.607575,-121.396857
31,"
                  3016 LA via Way,
                  ",Sacramento,CA,95825,"$449,900",4,2,"1,875","6,652",38.605715,-121.393524
32,"
                  2348 Barcelona Way,
                  ",Sacramento,CA,95825,"$274,900",2,1,899,"6,970",38.609502,-121.411456
33,"
                  2125 Winafred St,
                  ",Sacramento,CA,95825,"$299,970",3,1,"1,222","5,663",38.604698,-121.418323
1,"
                  26515 N Sacramento Rd,
                  ",Thornton,CA,95686,"$340,000",4,2,"1,964",0.41,38.227635,-121.424413
2,"
                  26899 N Sacramento Blvd,
                  ",Thornton,CA,95686,"$223,250",2,1,"1,098",0.25,38.230999,-121.424272
3,"
                  25017 N Blossom Rd,
                  ",Thornton,CA,95686,"$549,000",4,1.5,"2,553",5.0,38.214297,-121.44785
4,"
                  9113 W Walnut Grv,
                  ",Thornton,CA,95686,"$825,000",2,1,"1,122",8.35,38.226861,-121.429741
5,"
                  30003 N Vail Rd,
                  ",Thornton,CA,95686,"$1,760,000",3,3.5,"3,049",47.27,,
6,"
                  30003-30027 N Vail Rd,
                  ",Lodi,CA,95686,"$1,760,000",3,3.5,"3,049",47.27,,
1,"
                  285 E 7th St,
                  ",French Camp,CA,95231,"$245,000",3,1,"1,097","5,998",37.882819,-121.271208
2,"
                  514 E French Camp Rd,
                  ",French Camp,CA,95231,"$1,195,000",6,2.5,"2,172",14.25,37.878494,-121.264254
3,"
                  8851 S Wolfe Rd,
                  ",French Camp,CA,95231,"$359,000",3,2,"1,181",0.65,37.875,-121.302727
4,"
                  8278 S Wolfe Rd,
                  ",French Camp,CA,95231,"$499,000",2,1.5,720,2.15,37.878183,-121.30119
