,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude,SF time,PA time,School score,Commute time
3030,34778 Comstock Cmn,Fremont,CA,94555,1169000,3,2.5,1607,3001,37.56516,-122.042164,90,45,82.7,45
3031,33960 Horseshoe Loop,Fremont,CA,94555,2098000,5,3.5,3105,4500,37.564637,-122.060737,90,45,82.7,45
3032,4178 Sora Cmn,Fremont,CA,94555,929950,3,2,1590,5247,37.573261,-122.044356,90,45,82.7,45
3033,3743 Fulmar Ter,Fremont,CA,94555,849950,2,2.5,1315,3590,37.580444,-122.046285,90,45,82.7,45
3034,34807 Winchester Pl,Fremont,CA,94555,1375000,4,3.5,2005,7289,37.578286,-122.028413,90,45,82.7,45
3035,34786 Siward Dr,Fremont,CA,94555,988800,3,2.5,1384,3149,37.563281,-122.044142,90,45,82.7,45
3036,33647 Pacheco Dr,Fremont,CA,94555,1655000,4,3,2749,8533,37.584388,-122.044237,90,45,82.7,45
3037,5478 Ontario Cmn,Fremont,CA,94555,1100000,2,2.5,1533,2700,37.559151,-122.053672,90,45,82.7,45
3038,3506 Willow Wren Pl,Fremont,CA,94555,1910000,5,3,3346,10018.8,37.583005,-122.045851,90,45,82.7,45
3039,33414 Bronco Loop,Fremont,CA,94555,2198950,4,4.5,3402,5400,37.564709,-122.064541,90,45,82.7,45
3040,33977 Horseshoe Loop,Fremont,CA,94555,1520000,3,2.5,1973,4777,37.565274,-122.061052,90,45,82.7,45
3041,34904 Oyster Bay Ter,Fremont,CA,94555,949980,3,2.5,1580,3254,37.570508,-122.033855,90,45,82.7,45
3042,34172 Siward Dr,Fremont,CA,94555,1199000,4,2,1380,5469,37.571549,-122.048083,90,45,82.7,45
3043,4814 Garnet Cmn,Fremont,CA,94555,1239000,4,2.5,1644,3800,37.564238,-122.042746,90,45,82.7,45
3044,34052 Stirrup Way,Fremont,CA,94555,1899000,5,3,2888,4500,37.564428,-122.060901,90,45,82.7,45
3045,34506 Milburn Ter,Fremont,CA,94555,1138000,4,2.5,1552,2700,37.554697,-122.059302,90,45,82.7,45
3046,3100 Seymour Pl,Fremont,CA,94555,979000,3,2,1474,8793,37.583245,-122.037113,90,45,82.7,45
3047,34710 Osage River Pl,Fremont,CA,94555,1599999,4,2.5,2793,6171,37.572032,-122.035668,90,45,82.7,45
3048,34179 Cromwell Pl,Fremont,CA,94555,1199950,5,2,1948,8197,37.581975,-122.034818,90,45,82.7,45
3049,34540 Wells Ave,Fremont,CA,94555,1083000,3,2,1376,4336,37.576415,-122.034989,90,45,82.7,45
3050,33882 Whitehead Ln,Fremont,CA,94555,1165000,4,2,1494,6117,37.585129,-122.037086,90,45,82.7,45
3051,34492 Colville Pl,Fremont,CA,94555,998800,3,2,1372,6087,37.570908,-122.041821,90,45,82.7,45
3052,34191 Della Ter,Fremont,CA,94555,1099888,3,2.5,1324,3295,37.561727,-122.058713,90,45,82.7,45
3053,4810 Garnet Cmn,Fremont,CA,94555,1170000,3,2.5,1607,2850,37.552158,-122.078575,90,45,82.7,45
3054,4789 Phebe Ave,Fremont,CA,94555,1118800,4,2,1386,4500,37.569275,-122.05145,90,45,82.7,45
3055,34765 Gladstone Pl,Fremont,CA,94555,1249950,4,2,1625,6435,37.577045,-122.030328,90,45,82.7,45
3056,4565 Santee Rd,Fremont,CA,94555,1099000,3,2,1298,9502,37.567156,-122.040313,90,45,82.7,45
3057,2834 Welk Cmn,Fremont,CA,94555,1249950,3,2.5,1700,7251,37.586419,-122.036317,90,45,82.7,45
3058,34528 Alberta Ter,Fremont,CA,94555,1195000,3,2.5,1769,2700,37.560186,-122.051818,90,45,82.7,45
3059,34387 Locke Ave,Fremont,CA,94555,1100000,3,2,1382,6367,37.582403,-122.031083,90,45,82.7,45
3060,32793 Mono Lake Ln,Fremont,CA,94555,1165000,3,2,1408,5567,37.585757,-122.058346,90,45,82.7,45
3061,34759 Bowie Cmn,Fremont,CA,94555,1099000,3,2.5,1354,3419,37.564078,-122.044312,90,45,82.7,45
3062,4217 Nerissa Cir,Fremont,CA,94555,1124888,3,2,1435,4500,37.576888,-122.050017,90,45,82.7,45
3063,34647 Calcutta Dr,Fremont,CA,94555,1168000,4,2,1633,4437,37.574233,-122.034973,90,45,82.7,45
3064,4157 Polonius Cir,Fremont,CA,94555,1200000,5,3.5,2057,5661,37.577664,-122.050238,90,45,82.7,45
3065,4725 Mallard Cmn,Fremont,CA,94555,1199888,3,2.5,1607,3859,37.566928,-122.044044,90,45,82.7,45
3066,29 Hardie Dr,Moraga,CA,94556,1495000,6,3,2591,14810.4,37.842341,-122.140748,85,90,82.6,85
3067,403 Redfield Pl,Moraga,CA,94556,1749000,4,3,2719,13068,37.81353,-122.119106,85,90,82.6,85
3068,259 Lakefield Pl,Moraga,CA,94556,1895000,5,4.5,4643,74923.2,37.813416,-122.123585,85,90,82.6,85
3069,1 Peralta Ct,Moraga,CA,94556,1349000,4,2,2825,9200,37.827349,-122.114754,85,90,82.6,85
3070,218 Willowbrook Ln,Moraga,CA,94556,2149000,4,4.5,3372,8969,37.840113,-122.131118,85,90,82.6,85
3071,86 Warfield Dr,Moraga,CA,94556,1260000,4,2,2198,17859.6,37.850601,-122.137977,85,90,82.6,85
3072,6 Carnoustie,Moraga,CA,94556,1390000,4,2.5,3580,6090,37.827994,-122.135828,85,90,82.6,85
3073,1084 Bollinger Canyon Rd,Moraga,CA,94556,1430000,4,2.5,3497,280962,37.830233,-122.083177,85,90,82.6,85
3074,248 Draeger Dr,Moraga,CA,94556,1895000,4,3,2604,13503.6,37.847112,-122.118625,85,90,82.6,85
3075,75 Jean Ct,Moraga,CA,94556,2189000,4,3.5,4080,27878.4,37.845779,-122.107017,85,90,82.6,85
3076,139 Donald Dr,Moraga,CA,94556,1298888,3,2,1822,13939.2,37.853455,-122.122266,85,90,82.6,85
3077,700 Camino Ricardo,Moraga,CA,94556,1650000,4,2.5,2429,17424,37.851019,-122.135183,85,90,82.6,85
3078,1040 Bollinger Cyn,Moraga,CA,94556,1150000,3,2,1515,173804.4,37.833572,-122.093192,85,90,82.6,85
3079,168 Draeger Dr,Moraga,CA,94556,3390000,5,4.5,5554,225205.2,37.848611,-122.122967,85,90,82.6,85
3080,1267 Bollinger Canyon Rd,Moraga,CA,94556,1395000,3,2,1600,529254,37.828977,-122.071211,85,90,82.6,85
3081,408 Tharp Dr,Moraga,CA,94556,1195000,3,2,1689,12196.8,37.812372,-122.119792,85,90,82.6,85
3082,1 Magee Ct,Moraga,CA,94556,1875000,4,2.5,3304,14374.8,37.822101,-122.109275,85,90,82.6,85
3083,302 Claudia Ct,Moraga,CA,94556,1695000,5,2.5,2908,30927.6,37.849243,-122.118899,85,90,82.6,85
3084,1 Kendall Cir,Moraga,CA,94556,1319000,4,3,1968,3068,37.858105,-122.123833,85,90,82.6,85
3085,341 Tharp Dr,Moraga,CA,94556,1345000,4,2.5,2360,10018.8,37.813885,-122.121942,85,90,82.6,85
3086,225 Sonora Rd,Moraga,CA,94556,2548000,4,3.5,4076,21344.4,37.851717,-122.110253,85,90,82.6,85
3087,5 Kendall Cir,Moraga,CA,94556,1450000,4,3,2147,2614,37.858059,-122.123539,85,90,82.6,85
3088,192 Cypress Point Way,Moraga,CA,94556,1095000,3,2,1644,14810.4,37.83287,-122.134447,85,90,82.6,85
3089,119 Brookline St,Moraga,CA,94556,1395000,4,2.5,3424,5916,37.830438,-122.13802,85,90,82.6,85
3090,1893 School St,Moraga,CA,94556,1695000,4,3,3065,10890,37.828347,-122.132028,85,90,82.6,85
3091,1828 Saint Andrews Dr,Moraga,CA,94556,1050000,3,2,1962,7000,37.831749,-122.13852,85,90,82.6,85
3092,39 Williams Dr,Moraga,CA,94556,1700000,4,2.5,2826,22215.6,37.855524,-122.120361,85,90,82.6,85
3093,33 Corliss Dr,Moraga,CA,94556,1545000,4,2.5,2233,10890,37.846829,-122.137615,85,90,82.6,85
3094,545 Augusta Dr,Moraga,CA,94556,1295000,4,2.5,2828,7743,37.837034,-122.143495,85,90,82.6,85
3095,200 Fronteras Dr,Moraga,CA,94556,2098000,4,3.5,3315,9849,37.855551,-122.116508,85,90,82.6,85
3096,133 Shuey Dr,Moraga,CA,94556,998000,3,2,1590,11325.6,37.816912,-122.120523,85,90,82.6,85
3097,140 Sandringham Dr S,Moraga,CA,94556,1450000,4,2,2122,12196.8,37.833619,-122.123625,85,90,82.6,85
3098,3917 Campolindo Dr,Moraga,CA,94556,1535000,4,2,2128,9900,37.869811,-122.137062,85,90,82.6,85
3099,30 Quail Xing,Moraga,CA,94556,2499000,1,1,1068,2150121.6,37.810405,-122.118723,85,90,82.6,85
3100,100 Oxford Dr,Moraga,CA,94556,1195000,4,2,2073,10890,37.821866,-122.12349,85,90,82.6,85
3101,119 Calle La Mesa,Moraga,CA,94556,1375000,4,3,2525,16552.8,37.874594,-122.131175,85,90,82.6,85
3102,90 Brookfield Dr,Moraga,CA,94556,1495000,5,3,2492,13068,37.821927,-122.126026,85,90,82.6,85
3103,209 Sonora Rd,Moraga,CA,94556,2458000,4,4.5,3662,21780,37.852261,-122.111932,85,90,82.6,85
3104,212 Fronteras St,Moraga,CA,94556,2368000,4,4.5,3662,11761.2,37.854676,-122.115941,85,90,82.6,85
3105,205 Sonora Rd,Moraga,CA,94556,2588000,4,3.5,4076,21344.4,37.852476,-122.112356,85,90,82.6,85
3106,8106 Pebble Beach Ave,Newark,CA,94560,1200000,3,2.5,1953,6967,37.531198,-122.050089,105,50,38.5,50
3107,36509 Blackwood Dr,Newark,CA,94560,869000,4,2,1360,6080,37.547529,-122.029836,105,50,38.5,50
3108,37118 Birch St,Newark,CA,94560,889900,3,1,1101,6700,37.536939,-122.027727,105,50,38.5,50
3109,6179 Tourraine Dr,Newark,CA,94560,948888,3,2,1568,6000,37.545491,-122.045043,105,50,38.5,50
3110,6321 Marguerite Dr,Newark,CA,94560,1175000,5,3,2095,7320,37.525688,-122.01563,105,50,38.5,50
3111,6165 Tourraine Dr,Newark,CA,94560,1100000,3,2,1905,5798,37.545573,-122.04486,105,50,38.5,50
3112,39740 Potrero Dr,Newark,CA,94560,948000,3,2.5,1766,2800,37.517808,-121.994149,105,50,38.5,50
3113,4851 Windermere Dr,Newark,CA,94560,979000,4,2,1822,11761.2,37.560809,-122.036812,105,50,38.5,50
3114,5776 Forbes Dr,Newark,CA,94560,1398950,5,4,3148,6000,37.536848,-122.023771,105,50,38.5,50
3115,7321 Carter Ave,Newark,CA,94560,940000,3,2.5,2009,2976,37.529212,-122.037359,105,50,38.5,50
3116,7139 Marne Pl,Newark,CA,94560,949000,4,2,1460,7320,37.537971,-122.049154,105,50,38.5,50
3117,6149 Radcliffe Ave,Newark,CA,94560,949950,4,2,1848,6000,37.541558,-122.038201,105,50,38.5,50
3118,7801 Wells Ave,Newark,CA,94560,798000,3,2.5,1306,6250,37.52508,-122.041777,105,50,38.5,50
3119,36943 Port Tidewood St,Newark,CA,94560,850000,3,2,1310,4050,37.545146,-122.025278,105,50,38.5,50
3120,5164 Ipswich Ct,Newark,CA,94560,949888,3,2,1254,5928,37.552267,-122.03233,105,50,38.5,50
3121,36100 Toulouse St,Newark,CA,94560,849000,3,3,1455,3639,37.537559,-122.047887,105,50,38.5,50
3122,5872 Smith Ave,Newark,CA,94560,1050000,4,2,1468,6733,37.531125,-122.013059,105,50,38.5,50
3123,5471 Saint Mark Ave,Newark,CA,94560,799999,3,2,1142,6060,37.540829,-122.022943,105,50,38.5,50
3124,36365 Shorehaven Pl,Newark,CA,94560,1100000,4,2,1606,9060,37.533083,-122.051124,105,50,38.5,50
3125,39842 Potrero Dr,Newark,CA,94560,849900,3,2,1388,2018,37.516842,-121.992799,105,50,38.5,50
3126,39977 Potrero Dr,Newark,CA,94560,978888,4,3,1720,1951,37.516258,-121.994659,105,50,38.5,50
3127,5760 Dichondra Pl,Newark,CA,94560,1099000,4,2,1700,10890,37.532115,-122.009932,105,50,38.5,50
3128,8514 Bayshores Ave,Newark,CA,94560,1029800,3,3.5,1634,1869,37.518308,-122.048718,105,50,38.5,50
3129,4802 Windermere Dr,Newark,CA,94560,999800,3,2,1681,8320,37.559873,-122.037043,105,50,38.5,50
3130,36617 Dugan Ct,Newark,CA,94560,799000,3,2,1200,5723,37.54266,-122.030351,105,50,38.5,50
3131,4968 Winchester Pl,Newark,CA,94560,999988,3,2.5,2370,6120,37.555143,-122.031395,105,50,38.5,50
3132,6122 Guava Pl,Newark,CA,94560,979000,4,2,1489,8305,37.530328,-122.018564,105,50,38.5,50
3133,7728 Hazelnut Dr,Newark,CA,94560,1180000,4,2,2153,6000,37.532976,-122.04831,105,50,38.5,50
3134,6405 Potrero Dr,Newark,CA,94560,948000,3,2.5,1766,1951,37.516722,-121.998105,105,50,38.5,50
3135,PLAN 2,Newark,CA,94560,1624990,4,4.5,3679,,37.5134,-121.996,105,50,38.5,50
3136,PLAN 3,Newark,CA,94560,1659990,5,4.5,3792,,37.5134,-121.996,105,50,38.5,50
3137,PLAN 1,Newark,CA,94560,1594990,4,4.5,3490,,37.5134,-121.996,105,50,38.5,50
3138,Plan 3 Modeled,Newark,CA,94560,1499000,5,3.5,3199,,37.512673,-121.995374,105,50,38.5,50
3139,36130 Sandalwood St,Newark,CA,94560,889900,3,2,1372,6000,37.548531,-122.033995,105,50,38.5,50
3140,36264 Sandalwood St,Newark,CA,94560,949500,3,2,1144,6000,37.547834,-122.032598,105,50,38.5,50
3141,Plan 2 Modeled,Newark,CA,94560,1474000,5,3.5,3050,,37.512673,-121.995374,105,50,38.5,50
3142,4972 Croydon Pl,Newark,CA,94560,1149888,4,2,1928,7140,37.557211,-122.035075,105,50,38.5,50
3143,39438 Humpback Whale Rd,Newark,CA,94560,1698000,4,4.5,3490,4800,37.5134,-121.996,105,50,38.5,50
3144,Plan 1 Modeled,Newark,CA,94560,1409000,4,2.5,2717,,37.512673,-121.995374,105,50,38.5,50
3145,37608 Inlet Rd,Newark,CA,94560,1199000,3,2.5,2293,2950,37.520804,-122.047103,105,50,38.5,50
3146,5428 McDonald Ave,Newark,CA,94560,988888,4,2,1360,6000,37.548712,-122.035646,105,50,38.5,50
3147,119 Little Ranch Cir,Oakley,CA,94561,678000,4,3,2890,8668,37.974391,-121.704219,130,150,34.8,130
3148,817 Bluestone Dr,Oakley,CA,94561,618801,4,3,2904,6339,37.996482,-121.685065,130,150,34.8,130
3149,2961 Saddle Dr,Oakley,CA,94561,784000,3,2.5,2500,41817.6,37.992411,-121.749756,130,150,34.8,130
3150,106 Celsia Way,Oakley,CA,94561,639999,3,2.5,2719,8560,37.974522,-121.721042,130,150,34.8,130
3151,5184 Sandmound Blvd,Oakley,CA,94561,319900,2,1.5,992,16552.8,38.000404,-121.626214,130,150,34.8,130
3152,1855 Santa Fe St,Oakley,CA,94561,434950,3,2,1330,3600,38.000027,-121.729415,130,150,34.8,130
3153,35 Mandrake Ct,Oakley,CA,94561,495000,3,2,1490,5100,37.968924,-121.72693,130,150,34.8,130
3154,5404 Piper Ln,Oakley,CA,94561,449511,3,2,1547,6250,38.005168,-121.722188,130,150,34.8,130
3155,27 Tipton Ct,Oakley,CA,94561,649000,4,3.5,2710,10890,37.978878,-121.703633,130,150,34.8,130
3156,930 W Cypress Rd,Oakley,CA,94561,429900,4,3,1872,6000,37.990794,-121.708657,130,150,34.8,130
3157,11 Snowy Egret Ct,Oakley,CA,94561,540000,3,2.5,2638,5980,37.99263,-121.688232,130,150,34.8,130
3158,129 Edmeades Ct,Oakley,CA,94561,500000,3,2.5,2190,7500,38.002082,-121.720981,130,150,34.8,130
3159,2209 Truman Ln,Oakley,CA,94561,625000,5,3,3328,6892,37.988291,-121.738952,130,150,34.8,130
3160,487 Vinewood Dr,Oakley,CA,94561,580000,4,3,1940,10018.8,37.988959,-121.703307,130,150,34.8,130
3161,10 Country Pl,Oakley,CA,94561,409900,3,2.5,1419,3500,38.004042,-121.724221,130,150,34.8,130
3162,4612 Chelsea Dr,Oakley,CA,94561,509000,4,2,1782,6630,37.98052,-121.72852,130,150,34.8,130
3163,296 Yellow Rose Cir,Oakley,CA,94561,465000,3,2,1398,4160,37.978377,-121.697068,130,150,34.8,130
3164,109 Cherry Way,Oakley,CA,94561,548900,5,3,2526,5230,37.983991,-121.736009,130,150,34.8,130
3165,2101 Springbrook Ct,Oakley,CA,94561,459950,3,2.5,1544,5670,37.996423,-121.734925,130,150,34.8,130
3166,2717 Manresa Shore Ln,Oakley,CA,94561,725000,4,3.5,2884,10018.8,37.989559,-121.633046,130,150,34.8,130
3167,4306 Gold Run Dr,Oakley,CA,94561,789000,3,2.5,3108,14810.4,37.987713,-121.746655,130,150,34.8,130
3168,1904 W Cypress Rd,Oakley,CA,94561,399000,4,2,1370,6200,37.990771,-121.730534,130,150,34.8,130
3169,718 Frazier Dr,Oakley,CA,94561,449000,3,2,1339,6597,37.980655,-121.709476,130,150,34.8,130
3170,5062 Fernwood Ct,Oakley,CA,94561,420000,3,1,1000,6000,37.998779,-121.727021,130,150,34.8,130
3171,4450 Fall Ln,Oakley,CA,94561,409900,3,2,1102,4080,37.989065,-121.697598,130,150,34.8,130
3172,1929 Sherry Cir,Oakley,CA,94561,514000,4,2.5,1872,6660,37.991063,-121.730869,130,150,34.8,130
3173,2730 Manresa Shore Ln,Oakley,CA,94561,644000,4,3.5,3124,8111,37.990195,-121.633288,130,150,34.8,130
3174,60 Snowy Egret Ct,Oakley,CA,94561,564950,4,2.5,2570,6477,37.991859,-121.687704,130,150,34.8,130
3175,1917 Sherry Cir,Oakley,CA,94561,446000,3,2,1488,6660,37.991054,-121.730665,130,150,34.8,130
3176,2144 Connie Ln,Oakley,CA,94561,619950,5,3,3328,7482,37.986532,-121.735673,130,150,34.8,130
3177,260 Robinwood Ave,Oakley,CA,94561,409900,3,2,1141,4865,37.984667,-121.68766,130,150,34.8,130
3178,323 Sugar Hill Way,Oakley,CA,94561,619000,4,3.5,3373,6734,37.970071,-121.712912,130,150,34.8,130
3179,81 Heartwood Ct,Oakley,CA,94561,572000,3,2.5,2422,7200,37.985283,-121.697205,130,150,34.8,130
3180,279 Bayview Dr,Oakley,CA,94561,470000,3,2.5,1650,3360,37.991467,-121.700522,130,150,34.8,130
3181,31 Sandhill Crane Ct,Oakley,CA,94561,550000,3,2.5,2550,6625,37.993309,-121.689153,130,150,34.8,130
3182,812 Riverrock Dr,Oakley,CA,94561,612990,5,4,3093,5060,37.994573,-121.680068,130,150,34.8,130
3183,PLAN 1,Oakley,CA,94561,491990,3,2.5,1631,,37.99059,-121.6774,130,150,34.8,130
3184,PLAN 2,Oakley,CA,94561,511990,3,2.5,1818,,37.99059,-121.6774,130,150,34.8,130
3185,PLAN 4,Oakley,CA,94561,549990,4,3,2261,,37.99059,-121.6774,130,150,34.8,130
3186,PLAN 3,Oakley,CA,94561,532990,3,2.5,2007,,37.99059,-121.6774,130,150,34.8,130
3187,119 Little Ranch Cir,Oakley,CA,94561,678000,4,3,2890,8668,37.974391,-121.704219,130,150,34.8,130
3188,817 Bluestone Dr,Oakley,CA,94561,618801,4,3,2904,6339,37.996482,-121.685065,130,150,34.8,130
3189,2961 Saddle Dr,Oakley,CA,94561,784000,3,2.5,2500,41817.6,37.992411,-121.749756,130,150,34.8,130
3190,106 Celsia Way,Oakley,CA,94561,639999,3,2.5,2719,8560,37.974522,-121.721042,130,150,34.8,130
3191,5184 Sandmound Blvd,Oakley,CA,94561,319900,2,1.5,992,16552.8,38.000404,-121.626214,130,150,34.8,130
3192,1855 Santa Fe St,Oakley,CA,94561,434950,3,2,1330,3600,38.000027,-121.729415,130,150,34.8,130
3193,5404 Piper Ln,Oakley,CA,94561,449511,3,2,1547,6250,38.005168,-121.722188,130,150,34.8,130
3194,35 Mandrake Ct,Oakley,CA,94561,495000,3,2,1490,5100,37.968924,-121.72693,130,150,34.8,130
3195,27 Tipton Ct,Oakley,CA,94561,649000,4,3.5,2710,10890,37.978878,-121.703633,130,150,34.8,130
3196,930 W Cypress Rd,Oakley,CA,94561,429900,4,3,1872,6000,37.990794,-121.708657,130,150,34.8,130
3197,11 Snowy Egret Ct,Oakley,CA,94561,540000,3,2.5,2638,5980,37.99263,-121.688232,130,150,34.8,130
3198,129 Edmeades Ct,Oakley,CA,94561,500000,3,2.5,2190,7500,38.002082,-121.720981,130,150,34.8,130
3199,2209 Truman Ln,Oakley,CA,94561,625000,5,3,3328,6892,37.988291,-121.738952,130,150,34.8,130
3200,487 Vinewood Dr,Oakley,CA,94561,580000,4,3,1940,10018.8,37.988959,-121.703307,130,150,34.8,130
3201,10 Country Pl,Oakley,CA,94561,409900,3,2.5,1419,3500,38.004042,-121.724221,130,150,34.8,130
3202,4612 Chelsea Dr,Oakley,CA,94561,509000,4,2,1782,6630,37.98052,-121.72852,130,150,34.8,130
3203,296 Yellow Rose Cir,Oakley,CA,94561,465000,3,2,1398,4160,37.978377,-121.697068,130,150,34.8,130
3204,109 Cherry Way,Oakley,CA,94561,548900,5,3,2526,5230,37.983991,-121.736009,130,150,34.8,130
3205,2101 Springbrook Ct,Oakley,CA,94561,459950,3,2.5,1544,5670,37.996423,-121.734925,130,150,34.8,130
3206,2717 Manresa Shore Ln,Oakley,CA,94561,725000,4,3.5,2884,10018.8,37.989559,-121.633046,130,150,34.8,130
3207,4306 Gold Run Dr,Oakley,CA,94561,789000,3,2.5,3108,14810.4,37.987713,-121.746655,130,150,34.8,130
3208,1904 W Cypress Rd,Oakley,CA,94561,399000,4,2,1370,6200,37.990771,-121.730534,130,150,34.8,130
3209,718 Frazier Dr,Oakley,CA,94561,449000,3,2,1339,6597,37.980655,-121.709476,130,150,34.8,130
3210,5062 Fernwood Ct,Oakley,CA,94561,420000,3,1,1000,6000,37.998779,-121.727021,130,150,34.8,130
3211,4450 Fall Ln,Oakley,CA,94561,409900,3,2,1102,4080,37.989065,-121.697598,130,150,34.8,130
3212,1929 Sherry Cir,Oakley,CA,94561,514000,4,2.5,1872,6660,37.991063,-121.730869,130,150,34.8,130
3213,2730 Manresa Shore Ln,Oakley,CA,94561,644000,4,3.5,3124,8111,37.990195,-121.633288,130,150,34.8,130
3214,60 Snowy Egret Ct,Oakley,CA,94561,564950,4,2.5,2570,6477,37.991859,-121.687704,130,150,34.8,130
3215,1917 Sherry Cir,Oakley,CA,94561,446000,3,2,1488,6660,37.991054,-121.730665,130,150,34.8,130
3216,2144 Connie Ln,Oakley,CA,94561,619950,5,3,3328,7482,37.986532,-121.735673,130,150,34.8,130
3217,260 Robinwood Ave,Oakley,CA,94561,409900,3,2,1141,4865,37.984667,-121.68766,130,150,34.8,130
3218,323 Sugar Hill Way,Oakley,CA,94561,619000,4,3.5,3373,6734,37.970071,-121.712912,130,150,34.8,130
3219,81 Heartwood Ct,Oakley,CA,94561,572000,3,2.5,2422,7200,37.985283,-121.697205,130,150,34.8,130
3220,279 Bayview Dr,Oakley,CA,94561,470000,3,2.5,1650,3360,37.991467,-121.700522,130,150,34.8,130
3221,31 Sandhill Crane Ct,Oakley,CA,94561,550000,3,2.5,2550,6625,37.993309,-121.689153,130,150,34.8,130
3222,812 Riverrock Dr,Oakley,CA,94561,612990,5,4,3093,5060,37.994573,-121.680068,130,150,34.8,130
3223,PLAN 1,Oakley,CA,94561,491990,3,2.5,1631,,37.99059,-121.6774,130,150,34.8,130
3224,PLAN 2,Oakley,CA,94561,511990,3,2.5,1818,,37.99059,-121.6774,130,150,34.8,130
3225,PLAN 4,Oakley,CA,94561,549990,4,3,2261,,37.99059,-121.6774,130,150,34.8,130
3226,PLAN 3,Oakley,CA,94561,532990,3,2.5,2007,,37.99059,-121.6774,130,150,34.8,130
3227,21 Sandy Ct,Orinda,CA,94563,2095000,4,3.5,3507,28749.6,37.859004,-122.159824,55,95,84.2,55
3228,60 LA Espiral,Orinda,CA,94563,1995000,5,4,3914,26571.6,37.89628,-122.182815,55,95,84.2,55
3229,56 Donna Maria Way,Orinda,CA,94563,1395000,3,2,1667,15681.6,37.844785,-122.156183,55,95,84.2,55
3230,48 Oak Dr,Orinda,CA,94563,2765000,4,3.5,3990,41382,37.85897,-122.166211,55,95,84.2,55
3231,258 Glorietta Blvd,Orinda,CA,94563,1275000,3,2,1846,13068,37.872209,-122.160853,55,95,84.2,55
3232,3 Honey Hill Ct,Orinda,CA,94563,2795000,6,4.5,4506,31363.2,37.900095,-122.16892,55,95,84.2,55
3233,35 Los Dedos Rd,Orinda,CA,94563,1750000,3,3.5,2481,31363.2,37.897346,-122.180951,55,95,84.2,55
3234,37 Sleepy Hollow Ln,Orinda,CA,94563,1695000,4,2.5,2529,27442.8,37.904894,-122.194033,55,95,84.2,55
3235,24 Tarabrook Dr,Orinda,CA,94563,1188000,4,2,1680,17859.6,37.879052,-122.171736,55,95,84.2,55
3236,428 Moraga Way,Orinda,CA,94563,1130000,3,2.5,2108,49658.4,37.85954,-122.164753,55,95,84.2,55
3237,48 Oak Rd,Orinda,CA,94563,2295000,3,3,3585,46173.6,37.870858,-122.181148,55,95,84.2,55
3238,64 Brookwood Rd,Orinda,CA,94563,888000,3,2,1351,2800,37.875371,-122.183663,55,95,84.2,55
3239,114 Goodfellow Dr,Orinda,CA,94563,1675000,5,4,2735,20908.8,37.862671,-122.143014,55,95,84.2,55
3240,4 Oak Flat Rd,Orinda,CA,94563,1795000,4,3.5,3007,28749.6,37.896595,-122.169824,55,95,84.2,55
3241,25 Moraga Via,Orinda,CA,94563,2195000,5,4.5,3369,15246,37.866886,-122.160996,55,95,84.2,55
3242,7 Carisbrook Dr,Orinda,CA,94563,1150000,4,2,1877,11761.2,37.845461,-122.146684,55,95,84.2,55
3243,88 Van Ripper Ln,Orinda,CA,94563,1395000,4,2,2031,10018.8,37.907855,-122.183286,55,95,84.2,55
3244,25 Rustic Way,Orinda,CA,94563,4250000,6,5.5,8514,354578.4,37.865588,-122.15799,55,95,84.2,55
3245,3 Nonie Rd,Orinda,CA,94563,1395000,3,2,2243,15681.6,37.878971,-122.168571,55,95,84.2,55
3246,21 Woodcrest Rd,Orinda,CA,94563,1375000,3,3,2750,32670,37.865651,-122.161398,55,95,84.2,55
3247,309 El Toyonal,Orinda,CA,94563,1275000,5,2.5,2350,10018.8,37.88332,-122.209525,55,95,84.2,55
3248,96 Claremont Ave,Orinda,CA,94563,849000,2,2,1672,4875,37.88994,-122.208093,55,95,84.2,55
3249,1 Sycamore Rd,Orinda,CA,94563,3250000,5,4.5,3977,54014.4,37.905974,-122.179153,55,95,84.2,55
3250,516 Moraga Way,Orinda,CA,94563,1650000,4,3,2552,43124.4,37.85394,-122.153031,55,95,84.2,55
3251,18 Daisy Ln,Orinda,CA,94563,1395000,4,2.5,2614,33541.2,37.860016,-122.154848,55,95,84.2,55
3252,24 Orchard Rd,Orinda,CA,94563,3495000,5,4,4187,44431.2,37.869589,-122.176389,55,95,84.2,55
